------------------------------------------------------------,,,,,,,,,,,,,,,
Pegasus - BAE Systems AI Labs,,,,,,,,,,,,,,,
Environment Data,,,,,,,,,,,,,,,
File created: 05/05/2017 15:53:23 (local),,,,,,,,,,,,,,,
------------------------------------------------------------,,,,,,,,,,,,,,,
Master Index,Session Index,Date (D/M/Y),Time (H:M:S),Vcc,Battery Voltage,Temperature (degC),Humidity (%),Pressure (hPa),Dust (pcs/litre),CO (ppm),CO2 (ppm),NH3 (ppm),O2(%),Sound (dB),Vibration (g)
11304,488,18/04/2017,06:53:29,4.94,9.64,11.1,56.8,1017.62,37.49,0.62,1335,2.32,9.43,136.59,0.59
11305,489,18/04/2017,06:53:39,4.94,9.59,11.1,56.8,1015.4,34.36,0.53,1335,2.38,9.58,136.85,0.74
11306,490,18/04/2017,06:53:50,4.91,9.64,11.1,56.8,1014.81,34.21,0.53,1335,2.35,9.36,136.85,0.9
11307,491,18/04/2017,06:54:00,4.91,9.63,11.1,57.3,1015.14,38.89,0.53,1335,2.65,9.58,122.28,0.86
11308,492,18/04/2017,06:54:10,4.94,9.6,11.1,57.6,1014.66,24.19,0.53,1335,2.33,9.58,104.64,0.45
11309,493,18/04/2017,06:54:20,4.94,9.66,11.1,57.4,1014.48,35.93,0.62,1335,2.22,9.58,110.39,0.54
11310,494,18/04/2017,06:54:30,4.94,9.65,11.1,57.2,1014.75,39.06,0.54,1335,2.23,9.58,103.74,0.47
11311,495,18/04/2017,06:54:40,4.91,9.65,11.1,57.1,1015.04,24.08,0.6,1335,2.37,9.41,106.33,0.44
11312,496,18/04/2017,06:54:50,4.94,9.65,11.1,57,1015.38,32.01,0.58,1335,2.12,9.36,125.49,0.57
11313,497,18/04/2017,06:55:00,4.94,9.68,11.1,57.1,1015.62,34.36,0.62,1335,1.96,9.36,103.9,0.45
11314,498,18/04/2017,06:55:10,4.91,9.65,11.1,57,1015.78,37.33,0.53,1335,2.2,9.36,102.98,0.46
11315,499,18/04/2017,06:55:20,4.91,9.59,11.1,56.9,1015.6,38.89,0.53,1335,1.75,9.38,106.84,0.25
11316,500,18/04/2017,06:55:30,4.91,9.57,11.1,56.9,1014.99,34.21,0.53,1335,2.21,9.58,108.42,0.51
11317,501,18/04/2017,06:55:40,4.94,9.63,11.1,56.8,1014.38,24.19,0.53,1335,2.04,9.43,95.04,0.29
11318,502,18/04/2017,06:55:50,4.91,9.57,11.1,56.8,1013.36,34.21,0.57,1335,2.04,9.36,99.76,0.28
11319,503,18/04/2017,06:56:00,4.94,9.66,11.1,56.8,1012.26,39.06,0.64,1335,1.8,9.58,130.87,0.37
11320,504,18/04/2017,06:56:10,4.91,9.6,11.1,56.9,1011.08,35.77,0.64,1335,1.75,9.41,100.7,0.25
11321,505,18/04/2017,06:56:20,4.94,9.58,11.1,57,1010.31,34.36,0.64,1335,1.85,9.38,103.6,0.39
11322,506,18/04/2017,06:56:30,4.94,9.63,11.1,57,1009.88,34.36,0.64,1335,1.74,9.36,95.92,0.27
11323,507,18/04/2017,06:56:40,4.94,9.62,11.2,57,1009.77,34.36,0.6,1335,1.74,9.38,95.92,0.4
11324,508,18/04/2017,06:56:50,4.91,9.62,11.1,57.1,1009.72,34.21,0.53,1335,2.04,9.58,100.26,0.47
11325,509,18/04/2017,06:57:00,4.94,9.65,11.1,57.2,1009.61,35.15,0.62,1335,2.09,9.47,99.2,0.31
11326,510,18/04/2017,06:57:10,4.94,9.64,11.1,57.2,1009.37,35.15,0.6,1335,2.01,9.47,91.09,0.32
11327,511,18/04/2017,06:57:20,4.91,9.6,11.2,57.2,1009.46,33.43,0.54,1335,1.79,9.58,92.98,0.24
11328,512,18/04/2017,06:57:30,4.91,9.59,11.2,57.1,1009.6,34.99,0.53,1335,2.2,9.46,95.15,0.27
11329,513,18/04/2017,06:57:40,4.91,9.6,11.2,57.1,1009.73,34.99,0.54,1335,2.2,9.46,103.46,0.29
11330,514,18/04/2017,06:57:50,4.91,9.54,11.2,57.2,1009.86,38.11,0.62,1335,1.73,9.36,111.3,0.38
11331,515,18/04/2017,06:58:00,4.91,9.54,11.2,57.1,1009.57,42,0.54,1335,2.25,9.41,118.93,0.43
11332,516,18/04/2017,06:58:10,4.91,9.56,11.2,57.1,1009.88,38.11,0.62,1335,2.09,9.43,100.7,0.37
11333,517,18/04/2017,06:58:20,4.91,9.54,11.2,57.2,1010.02,34.99,0.53,1335,2.22,9.6,99.36,0.29
11334,518,18/04/2017,06:58:30,4.94,9.62,11.2,57.1,1010.46,38.28,0.62,1335,2.36,9.36,102.48,0.42
11335,519,18/04/2017,06:58:40,4.91,9.63,11.2,56.9,1011.07,38.11,0.53,1335,2.23,9.58,104.21,0.26
11336,520,18/04/2017,06:58:50,4.91,9.7,11.2,56.7,1011.59,31.87,0.53,1335,2.29,9.38,136.72,0.7
11337,521,18/04/2017,06:59:00,4.91,9.64,11.2,56.6,1011.65,42,0.53,1335,2.21,9.43,120.38,0.44
11338,522,18/04/2017,06:59:10,4.91,9.66,11.2,56.5,1010.98,34.21,0.62,1335,2.13,9.6,103.6,0.37
11339,523,18/04/2017,06:59:20,4.91,9.64,11.3,56.5,1010.53,38.89,0.53,1335,1.85,9.46,94.11,0.4
11340,524,18/04/2017,06:59:30,4.91,9.64,11.3,56.3,1010.29,35.77,0.6,1335,1.96,9.36,106.38,0.42
11341,525,18/04/2017,06:59:40,4.94,9.66,11.3,56,1010.18,34.36,0.62,1335,2.08,9.47,111.23,0.44
11342,526,18/04/2017,06:59:50,4.96,9.67,11.3,55.8,1010.36,39.23,0.58,1335,2,9.47,99.4,0.33
11343,527,18/04/2017,07:00:00,4.94,9.63,11.3,55.9,1010.46,38.28,0.53,1335,2.05,9.41,88.9,0.27
11344,528,18/04/2017,07:00:10,4.94,9.64,11.3,55.9,1010.57,39.06,0.64,1335,1.92,9.41,105.57,0.39
11345,529,18/04/2017,07:00:20,4.94,9.66,11.3,55.8,1010.74,34.36,0.64,1335,2.06,9.43,104.25,0.3
11346,530,18/04/2017,07:00:30,4.96,9.67,11.3,55.8,1010.89,42.38,0.64,1335,2,9.32,109.53,0.44
11347,531,18/04/2017,07:00:40,4.94,9.65,11.3,55.7,1011.6,42.19,0.64,1335,1.71,9.43,95.86,0.28
11348,532,18/04/2017,07:00:50,4.94,9.66,11.3,55.7,1012.66,39.06,0.64,1335,2.06,9.36,97.67,0.36
11349,533,18/04/2017,07:01:00,4.91,9.65,11.3,55.7,1013.9,34.99,0.62,1335,1.76,9.37,96.29,0.34
11350,534,18/04/2017,07:01:10,4.91,9.68,11.4,55.7,1015.06,42,0.62,1335,1.7,9.43,116.95,0.42
11351,535,18/04/2017,07:01:20,4.96,9.68,11.4,55.5,1016.26,39.23,0.54,1335,2,9.43,92.25,0.45
11352,536,18/04/2017,07:01:30,4.94,9.66,11.3,55.4,1017.63,39.06,0.64,1335,1.72,9.47,112.11,0.54
11353,537,18/04/2017,07:01:40,4.94,9.66,11.3,55.4,1018.89,42.19,0.64,1335,1.72,9.47,106.47,0.34
11354,538,18/04/2017,07:01:50,4.91,9.69,11.4,55.3,1020.06,38.89,0.58,1335,2.01,9.46,120.94,0.54
11355,539,18/04/2017,07:02:00,4.91,9.68,11.4,55.3,1020.25,38.89,0.62,1335,2.23,9.36,106.08,0.47
11356,540,18/04/2017,07:02:10,4.94,9.71,11.4,55.3,1020.45,42.19,0.6,1335,2.29,9.34,95.61,0.39
11357,541,18/04/2017,07:02:20,4.96,9.67,11.4,55.1,1021.28,39.23,0.64,1335,1.99,9.36,104.3,0.48
11358,542,18/04/2017,07:02:30,4.91,9.64,11.4,55,1022.41,35.77,0.54,1335,1.88,9.36,110.1,0.38
11359,543,18/04/2017,07:02:40,4.96,9.7,11.3,55,1022.73,34.52,0.53,1335,2.11,9.36,93.23,0.46
11360,544,18/04/2017,07:02:50,4.96,9.65,11.4,54.8,1022.76,42.38,0.62,1335,1.78,9.36,89.74,0.21
11361,545,18/04/2017,07:03:00,4.94,9.66,11.4,54.7,1023.08,40.63,0.53,1335,2.3,9.43,102.53,0.37
11362,546,18/04/2017,07:03:10,4.96,9.72,11.4,54.8,1023.27,39.23,0.62,1335,1.78,9.36,86.56,0.4
11363,547,18/04/2017,07:03:20,4.91,9.67,11.4,55,1023.41,31.87,0.53,1335,2.41,9.43,108.72,0.21
11364,548,18/04/2017,07:03:30,4.96,9.69,11.4,55.5,1023.71,38.45,0.54,1335,2.31,9.47,75.83,0.2
11365,549,18/04/2017,07:03:40,4.94,9.66,11.4,56.1,1024.5,42.19,0.56,1335,2.24,9.47,105.76,0.46
11366,550,18/04/2017,07:03:50,4.96,9.65,11.4,56.5,1025.57,42.38,0.62,1335,2.48,9.43,91.61,0.43
11367,551,18/04/2017,07:04:00,4.94,9.67,11.4,56,1026.13,32.01,0.62,1335,2.38,9.41,88.76,0.5
11368,552,18/04/2017,07:04:10,4.94,9.63,11.4,55.7,1026.14,32.01,0.58,1335,2.39,9.43,79.46,0.25
11369,553,18/04/2017,07:04:20,4.94,9.68,11.5,55.7,1026.11,33.58,0.57,1335,2.5,9.47,92.25,0.32
11370,554,18/04/2017,07:04:30,4.96,9.67,11.5,56.3,1025.7,24.29,0.53,1335,3.32,9.47,110.53,0.53
11371,555,18/04/2017,07:04:40,4.96,9.67,11.5,56.9,1026.08,34.52,0.53,1335,3.15,9.43,94.57,0.42
11372,556,18/04/2017,07:04:50,4.91,9.69,11.5,56.9,1026.49,31.87,0.53,1335,3.33,9.43,98.99,0.44
11373,557,18/04/2017,07:05:00,4.94,9.68,11.6,56.9,1026.46,24.19,0.55,1335,3.87,9.31,105.18,0.5
11374,558,18/04/2017,07:05:10,4.94,9.62,11.6,57,1026.38,34.36,0.53,1335,3.32,9.47,111.57,0.49
11375,559,18/04/2017,07:05:20,4.94,9.58,11.7,56.5,1026.46,37.49,0.54,1335,2.72,9.41,109.53,0.36
11376,560,18/04/2017,07:05:30,4.91,9.65,11.6,55.8,1026.4,31.87,0.56,1335,2.57,9.36,94.21,0.37
11377,561,18/04/2017,07:05:40,4.91,9.59,11.7,55.7,1026.49,38.89,0.62,1335,2.66,9.37,116.95,0.34
11378,562,18/04/2017,07:05:50,4.94,9.57,11.7,55.5,1026.44,34.36,0.62,1335,2.49,9.47,124.61,0.91
11379,563,18/04/2017,07:06:00,4.94,9.56,11.7,55.4,1026.42,24.19,0.53,1335,2.41,9.31,116.37,0.56
11380,564,18/04/2017,07:06:10,4.94,9.54,11.7,55.4,1026.28,39.06,0.57,1335,2.84,9.36,101.03,0.25
11381,565,18/04/2017,07:06:20,4.94,9.55,11.7,55.6,1026.27,24.19,0.62,1335,2.66,9.47,103.34,0.59
11382,566,18/04/2017,07:06:30,4.94,9.55,11.7,55.9,1026.38,34.36,0.64,1335,2.65,9.47,115.78,0.43
11383,567,18/04/2017,07:06:40,4.91,9.58,11.7,55.4,1026.45,38.89,0.62,1335,2.13,9.46,90.68,0.43
11384,568,18/04/2017,07:06:50,4.91,9.53,11.7,55.2,1026.45,34.21,0.64,1335,2.24,9.43,104.33,0.39
11385,569,18/04/2017,07:07:00,4.91,9.49,11.7,55.1,1026.44,34.21,0.53,1335,2.68,9.58,97.17,0.4
11386,570,18/04/2017,07:07:10,4.94,9.49,11.7,55.7,1026.35,34.36,0.64,1335,2.51,9.36,110.74,0.46
11387,571,18/04/2017,07:07:20,4.94,9.5,11.8,55.7,1026.3,39.06,0.54,1335,2.22,9.36,106.88,0.32
11388,572,18/04/2017,07:07:30,4.91,9.48,11.8,55.6,1026.36,24.08,0.62,1335,2.48,9.49,117.44,0.55
11389,573,18/04/2017,07:07:40,4.94,9.45,11.8,55.4,1026.36,39.06,0.62,1335,2.43,9.5,129.16,0.54
11390,574,18/04/2017,07:07:50,4.94,9.42,11.8,55.2,1026.4,39.06,0.56,1335,2.12,9.47,113.54,0.54
11391,575,18/04/2017,07:08:00,4.94,9.46,11.8,55,1026.35,34.36,0.6,1335,2.5,9.43,136.72,0.84
11392,576,18/04/2017,07:08:10,4.91,9.49,11.8,55,1026.4,35.77,0.61,1335,2.53,9.41,127.3,0.64
11393,577,18/04/2017,07:08:20,4.91,9.47,11.8,55.7,1026.39,24.08,0.54,1335,2.83,9.58,127.06,0.51
11394,578,18/04/2017,07:08:31,4.91,9.42,11.8,55.8,1026.29,37.33,0.54,1335,2.53,9.41,123.42,0.6
11395,579,18/04/2017,07:08:41,4.91,9.47,11.8,55.3,1026.49,34.21,0.64,1335,2.55,9.43,89.04,0.44
11396,580,18/04/2017,07:08:51,4.91,9.45,11.9,55.4,1026.42,37.33,0.54,1335,2.83,9.36,115.48,0.57
11397,581,18/04/2017,07:09:01,4.94,9.46,11.9,55.7,1026.45,34.36,0.48,1335,3.31,9.58,128.61,0.53
11398,582,18/04/2017,07:09:11,4.94,9.45,11.9,56.7,1026.45,32.01,0.63,1335,3.09,9.47,123.04,0.57
11399,583,18/04/2017,07:09:21,4.94,9.43,11.9,56.3,1026.49,24.19,0.6,1335,3.01,9.47,125.01,0.43
11400,584,18/04/2017,07:09:31,4.91,9.46,12,55.9,1026.53,35.77,0.62,1335,3.94,9.36,119.38,0.54
11401,585,18/04/2017,07:09:41,4.91,9.44,12,56.1,1026.52,35.77,0.54,1335,3.07,9.46,118.98,0.5
11402,586,18/04/2017,07:09:51,4.94,9.43,12,55.7,1026.57,35.93,0.64,1335,2.99,9.34,118.08,0.63
11403,587,18/04/2017,07:10:01,4.91,9.44,12,55.2,1026.74,24.08,0.53,1335,3.38,9.41,101.6,0.43
11404,588,18/04/2017,07:10:11,4.94,9.5,12,55.4,1026.63,24.19,0.54,1335,3.03,9.43,121.34,0.35
11405,589,18/04/2017,07:10:21,4.94,9.48,12.1,55.6,1026.75,34.36,0.54,1335,2.87,9.36,79.6,0.21
11406,590,18/04/2017,07:10:31,4.94,9.43,12.1,55.3,1026.72,39.06,0.64,1335,2.67,9.36,76.81,0.33
11407,591,18/04/2017,07:10:41,4.91,9.5,12.1,55.3,1026.83,37.33,0.6,1335,2.94,9.36,81.58,0.15
11408,592,18/04/2017,07:10:51,4.91,9.47,12.1,55.3,1026.77,38.89,0.58,1335,2.97,9.58,78.69,0.09
11409,593,18/04/2017,07:11:01,4.91,9.5,12.1,56,1026.78,34.21,0.55,1335,3.01,9.34,52.27,0.09
11410,594,18/04/2017,07:11:11,4.91,9.38,12.1,56.6,1026.74,24.08,0.44,1335,3.29,9.41,59.45,0.09
11411,595,18/04/2017,07:11:21,4.94,9.46,12.2,57.8,1026.72,35.15,0.46,1335,4.05,9.58,57.06,0.09
11412,596,18/04/2017,07:11:31,4.94,9.47,12.2,58.2,1026.71,35.93,0.46,1335,4.31,9.47,53.03,0.09
11413,597,18/04/2017,07:11:41,4.94,9.45,12.2,58.4,1026.71,39.84,0.43,1335,4.13,9.43,64.16,0.09
11414,598,18/04/2017,07:11:51,4.91,9.43,12.3,58.3,1026.72,31.87,0.38,1335,4.57,9.58,52.13,0.09
11415,599,18/04/2017,07:12:01,4.91,9.44,12.3,58.4,1026.7,40.44,0.36,1335,4.26,9.49,57.97,0.09
11416,600,18/04/2017,07:12:11,4.94,9.4,12.3,58.4,1026.7,35.15,0.34,1335,4.92,9.47,52.27,0.09
11417,601,18/04/2017,07:12:21,4.94,9.46,12.3,58.4,1026.7,38.28,0.3,1335,4.74,9.34,56.41,0.09
11418,602,18/04/2017,07:12:31,4.94,9.51,12.3,58.5,1026.82,32.01,0.29,1335,5.51,9.43,55.6,0.09
11419,603,18/04/2017,07:12:41,4.94,9.49,12.4,58.7,1026.7,35.93,0.29,1335,5.49,9.41,68.11,0.09
11420,604,18/04/2017,07:12:51,4.91,9.46,12.4,58.8,1026.71,38.11,0.3,1335,4.79,9.36,53.03,0.09
11421,605,18/04/2017,07:13:01,4.91,9.45,12.4,58.9,1026.65,34.21,0.3,1335,5.67,9.36,59.31,0.1
11422,606,18/04/2017,07:13:11,4.94,9.46,12.4,59,1026.75,42.19,0.25,1335,6.76,9.36,61.9,0.09
11423,607,18/04/2017,07:13:21,4.94,9.41,12.4,59.1,1026.68,35.15,0.25,1335,7.73,9.58,53.03,0.09
11424,608,18/04/2017,07:13:31,4.91,9.43,12.5,59.3,1026.66,31.87,0.26,1335,7.98,9.36,69.18,0.12
11425,609,18/04/2017,07:13:41,4.94,9.47,12.5,59.4,1026.78,35.93,0.21,1335,9.66,9.36,82.71,0.29
11426,610,18/04/2017,07:13:51,4.96,9.44,12.6,60.1,1026.65,34.52,0.19,1335,10.35,9.58,111.57,0.28
11427,611,18/04/2017,07:14:01,4.91,9.45,12.6,61,1026.66,35.77,0.18,1335,9.27,9.43,85.33,0.39
11428,612,18/04/2017,07:14:11,4.94,9.41,12.6,60.8,1026.68,42.19,0.24,1335,7.87,9.36,99.92,0.37
11429,613,18/04/2017,07:14:21,4.96,9.47,12.6,59.7,1026.6,35.3,0.24,1335,6.96,9.43,120.49,0.4
11430,614,18/04/2017,07:14:31,4.96,9.44,12.7,58.9,1026.52,36.09,0.26,1335,6.15,9.47,118.38,0.69
11431,615,18/04/2017,07:14:41,4.91,9.48,12.7,58.3,1026.63,42,0.24,1335,6.59,9.43,101.51,0.34
11432,616,18/04/2017,07:14:51,4.94,9.43,12.7,58.2,1026.7,33.58,0.25,1335,6.07,9.61,115.88,0.34
11433,617,18/04/2017,07:15:01,4.94,9.42,12.7,58,1026.78,38.28,0.27,1335,5.3,9.41,82.98,0.25
11434,618,18/04/2017,07:15:11,4.91,9.51,12.7,57.3,1026.81,31.87,0.32,1335,4.78,9.41,82.98,0.35
11435,619,18/04/2017,07:15:21,4.96,9.48,12.7,56.5,1026.8,39.23,0.33,1335,4.19,9.43,136.72,0.65
11436,620,18/04/2017,07:15:31,4.94,9.47,12.8,56,1026.79,39.06,0.35,1335,3.64,9.47,104.47,0.43
11437,621,18/04/2017,07:15:41,4.94,9.44,12.8,55.3,1026.77,34.36,0.34,1335,3.89,9.41,108.56,0.56
11438,622,18/04/2017,07:15:51,4.94,9.42,12.8,55.1,1026.83,38.28,0.39,1335,3.83,9.43,106.25,0.42
11439,623,18/04/2017,07:16:01,4.91,9.55,12.8,55.4,1026.91,33.43,0.34,1335,3.92,9.34,96.81,0.37
11440,624,18/04/2017,07:16:11,4.94,9.51,12.8,56.3,1026.82,38.28,0.34,1335,3.85,9.41,75.54,0.21
11441,625,18/04/2017,07:16:21,4.91,9.54,12.8,55.9,1026.8,34.21,0.36,1335,3.67,9.31,68.79,0.16
11442,626,18/04/2017,07:16:31,4.91,9.49,12.9,55.6,1026.76,42,0.34,1335,3.8,9.41,77.83,0.21
11443,627,18/04/2017,07:16:41,4.94,9.47,12.9,56.2,1026.75,39.06,0.38,1335,3.88,9.41,80.11,0.21
11444,628,18/04/2017,07:16:51,4.94,9.52,12.9,56.7,1026.83,35.15,0.35,1335,4.23,9.37,88.62,0.22
11445,629,18/04/2017,07:17:01,4.94,9.49,12.9,56.8,1026.85,38.28,0.35,1335,3.54,9.31,74.43,0.31
11446,630,18/04/2017,07:17:11,4.96,9.48,12.9,56.6,1026.86,39.23,0.35,1335,3.61,9.37,70.87,0.14
11447,631,18/04/2017,07:17:21,4.94,9.49,13,56.7,1026.84,42.19,0.41,1335,3.22,9.42,64.64,0.17
11448,632,18/04/2017,07:17:31,4.96,9.49,13,55.9,1026.92,33.73,0.39,1335,3.31,9.36,88.62,0.27
11449,633,18/04/2017,07:17:41,4.94,9.53,13,55.6,1026.84,39.06,0.38,1335,3.73,9.31,90.95,0.17
11450,634,18/04/2017,07:17:51,4.91,9.5,13,56,1026.86,38.89,0.4,1335,3.85,9.36,96.87,0.14
11451,635,18/04/2017,07:18:01,4.91,9.49,13.1,56,1026.89,33.43,0.41,1335,3.74,9.31,61.42,0.14
11452,636,18/04/2017,07:18:11,4.96,9.55,13.1,56,1026.96,35.3,0.39,1335,4.07,9.34,85.16,0.13
11453,637,18/04/2017,07:18:21,4.94,9.52,13.1,56.9,1026.89,35.15,0.34,1335,4.38,9.34,56,0.09
11454,638,18/04/2017,07:18:31,4.94,9.48,13.1,57.8,1026.85,39.06,0.35,1335,4.65,9.43,64.92,0.1
11455,639,18/04/2017,07:18:41,4.94,9.5,13.1,58.1,1026.9,39.06,0.33,1335,5.14,9.47,66.56,0.12
11456,640,18/04/2017,07:18:51,4.91,9.54,13.2,58.3,1026.85,31.87,0.3,1335,4.73,9.31,57.83,0.09
11457,641,18/04/2017,07:19:01,4.94,9.5,13.2,58.6,1026.86,35.15,0.28,1335,5.19,9.36,55.6,0.09
11458,642,18/04/2017,07:19:11,4.94,9.45,13.2,58.7,1026.86,38.28,0.31,1335,6.14,9.36,59.45,0.1
11459,643,18/04/2017,07:19:21,4.94,9.45,13.2,59,1026.87,34.36,0.24,1335,7.17,9.36,63.02,0.09
11460,644,18/04/2017,07:19:31,4.94,9.48,13.3,59.2,1026.78,37.49,0.23,1335,8.2,9.47,57.97,0.09
11461,645,18/04/2017,07:19:41,4.94,9.48,13.3,59.5,1026.74,34.36,0.19,1335,10,9.36,53.03,0.09
11462,646,18/04/2017,07:19:51,4.96,9.48,13.3,59.7,1026.8,24.29,0.2,1335,9.61,9.37,67.27,0.1
11463,647,18/04/2017,07:20:01,4.94,9.43,13.3,59.8,1026.78,34.36,0.2,1335,10.93,9.43,56,0.1
11464,648,18/04/2017,07:20:11,4.94,9.5,13.3,60.1,1026.85,39.06,0.18,1335,12.23,9.41,57.83,0.09
11465,649,18/04/2017,07:20:21,4.91,9.5,13.4,60.3,1026.88,35.77,0.16,1335,10.42,9.36,55.46,0.09
11466,650,18/04/2017,07:20:31,4.94,9.45,13.4,60.4,1026.91,34.36,0.18,1335,9.23,9.36,52.89,0.09
11467,651,18/04/2017,07:20:41,4.94,9.4,13.4,60.3,1026.86,24.19,0.16,1335,9.98,9.37,52.13,0.09
11468,652,18/04/2017,07:20:51,4.91,9.5,13.4,60.4,1026.93,33.43,0.15,1335,11.99,9.36,59.31,0.09
11469,653,18/04/2017,07:21:01,4.94,9.42,13.5,60.6,1026.85,39.06,0.15,1335,12.65,9.41,59.31,0.11
11470,654,18/04/2017,07:21:11,4.91,9.42,13.5,60.6,1026.86,38.89,0.01,1335,12.65,9.37,52.13,0.1
11471,655,18/04/2017,07:21:21,4.91,9.37,13.6,60.6,1026.74,35.77,0,1335,12.65,9.34,63.85,0.1
11472,656,18/04/2017,07:21:31,4.94,9.37,13.6,61.2,1026.76,39.06,0,1335,12.65,9.43,52.89,0.09
11473,657,18/04/2017,07:21:41,4.91,9.43,13.6,61.5,1026.7,31.87,0,1335,12.65,9.43,64.64,0.09
11474,658,18/04/2017,07:21:51,4.94,9.4,13.6,61.7,1026.74,34.36,0,1335,12.65,9.31,53.03,0.09
11475,659,18/04/2017,07:22:01,4.94,9.4,13.7,61.9,1026.81,34.36,0,1335,20.84,9.47,57.97,0.09
11476,660,18/04/2017,07:22:11,4.91,9.41,13.7,62.1,1026.75,34.21,0.01,315,14.74,9.65,57.97,0.09
11477,661,18/04/2017,07:22:21,4.94,9.37,13.7,62.7,1026.78,34.36,0.01,315,13.55,9.36,59.31,0.1
11478,662,18/04/2017,07:22:31,4.91,9.37,13.7,62.7,1026.86,34.21,0.02,315,13.89,9.36,58.58,0.09
11479,663,18/04/2017,07:22:41,4.91,9.34,13.8,62.6,1026.8,31.87,0.02,315,13.06,9.46,82.71,0.13
11480,664,18/04/2017,07:22:51,4.91,9.32,13.8,62.9,1026.79,38.89,0.02,315,11.35,9.46,57.97,0.09
11481,665,18/04/2017,07:23:01,4.91,9.39,13.8,62.7,1026.8,34.21,0.03,315,8.87,9.48,55.6,0.1
11482,666,18/04/2017,07:23:11,4.94,9.28,13.8,61.9,1026.7,39.06,0.04,315,8.57,9.36,76.39,0.1
11483,667,18/04/2017,07:23:21,4.94,9.33,13.8,61.4,1026.81,32.01,0.05,315,8.18,9.36,57.97,0.1
11484,668,18/04/2017,07:23:31,4.94,9.31,13.9,61.1,1026.81,34.36,0.06,315,7.72,9.47,57.83,0.09
11485,669,18/04/2017,07:23:41,4.94,9.31,13.9,60.6,1026.84,34.36,0.08,315,7.52,9.58,58.35,0.1
11486,670,18/04/2017,07:23:51,4.94,9.28,13.9,59.7,1026.82,24.19,0.08,315,7.04,9.47,67.7,0.09
11487,671,18/04/2017,07:24:01,4.94,9.29,13.9,59,1026.83,33.58,0.08,315,6.12,9.41,71.72,0.1
11488,672,18/04/2017,07:24:11,4.91,9.29,13.9,58.6,1026.86,38.89,0.09,315,5.95,9.46,74.3,0.1
11489,673,18/04/2017,07:24:21,4.91,9.22,13.9,57.9,1026.81,24.08,0.11,315,5.07,9.43,74.66,0.1
11490,674,18/04/2017,07:24:31,4.94,9.24,14,57.1,1026.83,39.06,0.12,315,4.35,9.58,67.56,0.1
11491,675,18/04/2017,07:24:41,4.91,9.24,14,56.6,1026.88,34.21,0.13,315,4.3,9.5,83.72,0.1
11492,676,18/04/2017,07:24:51,4.91,9.28,14,56.2,1026.8,31.87,0.14,315,4.49,9.43,72.59,0.1
11493,677,18/04/2017,07:25:02,4.94,9.33,14,55.7,1026.88,35.93,0.16,315,4.13,9.43,74.66,0.1
11494,678,18/04/2017,07:25:12,4.91,9.28,14,55.4,1026.87,35.77,0.14,315,4.14,9.6,76.04,0.11
11495,679,18/04/2017,07:25:22,4.91,9.29,14.1,55.6,1026.82,35.77,0.18,315,4.33,9.46,85.16,0.1
11496,680,18/04/2017,07:25:32,4.94,9.33,14.1,55.4,1026.85,37.49,0.17,315,4.58,9.36,73.89,0.09
11497,681,18/04/2017,07:25:42,4.94,9.24,14.1,55.4,1026.78,39.06,0.16,315,4.61,9.41,71.62,0.09
11498,682,18/04/2017,07:25:52,4.91,9.34,14.1,55.8,1026.73,37.33,0.15,315,4.85,9.43,64.78,0.09
11499,683,18/04/2017,07:26:02,4.91,9.29,14.1,56.2,1026.8,35.77,0.16,315,4.72,9.41,69.32,0.09
11500,684,18/04/2017,07:26:12,4.94,9.33,14.2,56.7,1026.83,32.01,0.01,315,4.72,9.58,70.87,0.1
11501,685,18/04/2017,07:26:22,4.94,9.25,14.2,56.9,1026.84,39.06,0,315,4.72,9.6,64.64,0.1
11502,686,18/04/2017,07:26:32,4.94,9.29,14.2,57.5,1026.84,34.36,0,315,4.72,9.34,84.54,0.12
11503,687,18/04/2017,07:26:42,4.91,9.26,14.2,57.9,1026.81,37.33,0,315,4.72,9.36,95.13,0.11
11504,688,18/04/2017,07:26:52,4.91,9.23,14.3,58.1,1026.87,38.89,0,315,4.72,9.36,103.29,0.11
11505,689,18/04/2017,07:27:02,4.94,9.26,14.3,58.2,1026.85,37.49,0,315,34.77,9.47,99.56,0.11
11506,690,18/04/2017,07:27:12,4.94,9.3,14.3,58.1,1026.89,34.36,0.01,315,19.09,9.34,95.58,0.11
11507,691,18/04/2017,07:27:22,4.91,9.3,14.3,58.2,1026.79,38.89,0.02,315,13.35,9.43,100.7,0.11
11508,692,18/04/2017,07:27:32,4.91,9.28,14.3,58.1,1026.9,24.08,0.02,315,10.64,9.58,99.12,0.12
11509,693,18/04/2017,07:27:42,4.91,9.24,14.4,58.2,1026.85,24.08,0.03,315,9.27,9.49,96.54,0.12
11510,694,18/04/2017,07:27:52,4.94,9.22,14.4,58.3,1026.84,42.19,0.04,315,8.37,9.43,96.26,0.11
11511,695,18/04/2017,07:28:02,4.94,9.24,14.4,58.1,1026.89,42.19,0.04,315,8.05,9.43,96.06,0.11
11512,696,18/04/2017,07:28:12,4.94,9.28,14.4,57.9,1026.83,32.01,0.05,315,7.92,9.58,97.99,0.11
11513,697,18/04/2017,07:28:22,4.91,9.28,14.4,57.9,1026.94,42,0.06,315,8.16,9.36,92.74,0.11
