------------------------------------------------------------,,,,,,,,,,,,,,,
Pegasus - BAE Systems AI Labs,,,,,,,,,,,,,,,
Environment Data,,,,,,,,,,,,,,,
File created: 05/05/2017 15:53:23 (local),,,,,,,,,,,,,,,
------------------------------------------------------------,,,,,,,,,,,,,,,
Master Index,Session Index,Date (D/M/Y),Time (H:M:S),Vcc,Battery Voltage,Temperature (degC),Humidity (%),Pressure (hPa),Dust (pcs/litre),CO (ppm),CO2 (ppm),NH3 (ppm),O2(%),Sound (dB),Vibration (g)
11621,805,18/04/2017,07:46:23,4.94,9.27,16.5,56.5,1027.08,39.06,0.09,574,8.54,9.46,108.94,0.13
11622,806,18/04/2017,07:46:33,4.91,9.28,16.5,56.5,1026.96,38.89,0.1,574,8.3,9.31,107.26,0.13
11623,807,18/04/2017,07:46:43,4.91,9.29,16.5,56.5,1027.14,38.89,0.09,574,8.3,9.36,112.7,0.12
11624,808,18/04/2017,07:46:53,4.94,9.24,16.5,56.5,1027.11,39.06,0.1,574,8.44,9.36,110.88,0.13
11625,809,18/04/2017,07:47:03,4.94,9.21,16.5,56.5,1027.07,32.01,0.1,574,8.54,9.46,109.02,0.13
11626,810,18/04/2017,07:47:13,4.91,9.25,16.5,56.5,1027.15,31.87,0.1,574,8.54,9.46,106.73,0.13
11627,811,18/04/2017,07:47:23,4.94,9.24,16.6,56.5,1027.03,32.01,0.1,574,8.86,9.46,114.05,0.12
11628,812,18/04/2017,07:47:33,4.91,9.29,16.6,56.7,1027.12,33.43,0.1,574,8.66,9.46,114.61,0.13
11629,813,18/04/2017,07:47:43,4.94,9.21,16.6,57,1027.05,39.06,0.1,574,8.11,9.46,110.31,0.13
11630,814,18/04/2017,07:47:53,4.94,9.25,16.6,57,1027,33.58,0.1,574,8.02,9.34,112.24,0.12
11631,815,18/04/2017,07:48:03,4.94,9.27,16.6,56.8,1027.12,32.01,0.1,574,8.03,9.43,109.24,0.13
11632,816,18/04/2017,07:48:13,4.94,9.19,16.7,56.8,1027.04,39.06,0.1,574,8.83,9.36,111.57,0.11
11633,817,18/04/2017,07:48:23,4.91,9.2,16.7,56.7,1027.08,35.77,0.1,574,8.4,9.43,116.81,0.12
11634,818,18/04/2017,07:48:33,4.91,9.22,16.7,56.8,1026.99,38.89,0.1,574,8.63,9.37,109.01,0.13
11635,819,18/04/2017,07:48:43,4.91,9.21,16.7,56.6,1026.97,24.08,0.11,574,8.36,9.36,116.7,0.13
11636,820,18/04/2017,07:48:53,4.91,9.18,16.7,56.5,1027.01,34.21,0.1,574,7.94,9.46,104.67,0.13
11637,821,18/04/2017,07:49:03,4.91,9.16,16.7,56.4,1026.87,38.89,0.1,574,8.56,9.36,111.84,0.12
11638,822,18/04/2017,07:49:13,4.91,9.17,16.7,56.3,1027.01,24.08,0.1,574,8.42,9.31,108.86,0.12
11639,823,18/04/2017,07:49:23,4.94,9.12,16.8,56.2,1027,34.36,0.09,574,8.8,9.38,119.75,0.13
11640,824,18/04/2017,07:49:33,4.94,9.12,16.8,56.2,1027.02,34.36,0.09,574,9.25,9.36,113.93,0.16
11641,825,18/04/2017,07:49:43,4.91,9.18,16.8,56.1,1027.04,37.33,0.1,574,8.32,9.37,106.44,0.12
11642,826,18/04/2017,07:49:53,4.94,9.12,16.8,55.9,1027.03,35.93,0.1,1598,8.34,9.6,101.6,0.12
11643,827,18/04/2017,07:50:03,4.91,9.12,16.8,55.8,1027.03,24.08,0.1,1598,8.15,9.62,116.06,0.13
11644,828,18/04/2017,07:50:13,4.91,9.14,16.8,56,1027.02,33.43,0.11,1598,8.47,9.6,111.09,0.11
11645,829,18/04/2017,07:50:23,4.91,9.11,16.9,56,1026.95,34.21,0.11,1598,8.85,9.36,103.16,0.13
11646,830,18/04/2017,07:50:33,4.91,9.12,16.9,55.9,1026.91,37.33,0.1,1598,8.8,9.5,111.77,0.2
11647,831,18/04/2017,07:50:43,4.91,9.12,16.9,55.8,1027.1,37.33,0.1,1855,9.26,9.58,111.64,0.18
11648,832,18/04/2017,07:50:53,4.91,9.09,16.8,55.7,1026.89,35.77,0.09,1343,8.88,9.58,110.74,0.13
11649,833,18/04/2017,07:51:03,4.91,9.06,16.9,55.8,1027.01,38.89,0.1,1343,9.11,9.58,107.66,0.12
11650,834,18/04/2017,07:51:13,4.91,9.07,16.9,55.7,1027,34.21,0.1,1343,8.77,9.43,110.32,0.12
11651,835,18/04/2017,07:51:23,4.91,9.04,16.9,55.7,1027.06,34.21,0.1,1343,8.24,9.46,112.31,0.14
11652,836,18/04/2017,07:51:33,4.91,9.05,16.9,55.9,1026.98,31.87,0.11,1343,8.13,9.58,110.67,0.12
11653,837,18/04/2017,07:51:43,4.94,9.03,17,55.9,1027.06,35.93,0.12,1343,7.75,9.6,112.31,0.16
11654,838,18/04/2017,07:51:54,4.94,9.07,17,55.9,1027.05,39.06,0.12,1343,7.57,9.58,113.48,0.13
11655,839,18/04/2017,07:52:04,4.94,9.09,17,55.8,1026.91,37.49,0.11,1343,8.26,9.58,112.65,0.12
11656,840,18/04/2017,07:52:14,4.94,9.06,17,55.8,1027.01,39.06,0.1,1343,8.6,9.46,109.97,0.13
11657,841,18/04/2017,07:52:24,4.91,9.08,17,55.9,1027.01,35.77,0.1,1343,8.69,9.58,107.43,0.12
11658,842,18/04/2017,07:52:34,4.91,9.06,17,55.9,1027.02,35.77,0.1,1343,8.35,9.49,111.43,0.12
11659,843,18/04/2017,07:52:44,4.94,9.04,17,55.9,1026.96,32.01,0.11,1343,8.3,9.46,115.04,0.12
11660,844,18/04/2017,07:52:54,4.94,9.04,17.1,55.9,1027.05,32.01,0.1,1343,8.38,9.49,110.25,0.13
11661,845,18/04/2017,07:53:04,4.94,9.09,17.1,55.9,1027.01,39.06,0.11,1343,8.15,9.41,105.68,0.12
11662,846,18/04/2017,07:53:14,4.94,9.09,17.1,55.9,1026.97,32.01,0.1,1343,8.1,9.43,110.32,0.13
11663,847,18/04/2017,07:53:24,4.94,9.11,17.1,55.9,1027.01,33.58,0.1,1343,8.62,9.36,110.46,0.13
11664,848,18/04/2017,07:53:34,4.94,9.07,17.1,55.9,1027,39.06,0.11,1343,8.87,9.36,108.19,0.13
11665,849,18/04/2017,07:53:44,4.91,9.04,17.1,55.9,1027.04,37.33,0.1,1343,8.29,9.6,110.6,0.14
11666,850,18/04/2017,07:53:54,4.94,9.04,17.1,55.8,1027.09,39.06,0.12,1343,7.56,9.43,116,0.13
11667,851,18/04/2017,07:54:04,4.91,9.05,17.2,55.8,1027,35.77,0.11,1343,7.95,9.34,107.12,0.14
11668,852,18/04/2017,07:54:14,4.91,9.06,17.2,55.8,1027.02,38.89,0.11,1343,7.54,9.46,116.66,0.13
11669,853,18/04/2017,07:54:24,4.91,9.05,17.2,55.8,1027.04,34.99,0.1,1343,8.14,9.36,109.24,0.12
11670,854,18/04/2017,07:54:34,4.91,9.07,17.2,55.8,1026.99,42,0.1,1343,8.71,9.43,116.66,0.13
11671,855,18/04/2017,07:54:44,4.91,9.09,17.2,55.8,1026.77,42,0.1,1343,8.28,9.43,110.32,0.12
11672,856,18/04/2017,07:54:54,4.94,9.02,17.2,56,1027.07,32.01,0.08,1343,46.32,9.36,108.65,0.11
11673,857,18/04/2017,07:55:04,4.94,8.99,17.2,55.9,1027.05,42.19,0.03,1343,46.32,9.49,110.1,0.11
11674,858,18/04/2017,07:55:14,4.94,9.02,17.3,56,1027.08,33.58,0.03,1343,41.07,9.46,107.28,0.13
11675,859,18/04/2017,07:55:24,4.91,9.06,17.3,56.1,1027.02,31.87,0.03,1343,27.5,9.34,112.31,0.13
11676,860,18/04/2017,07:55:34,4.94,9.01,17.3,56.2,1027.06,35.15,0.04,1343,20.3,9.46,107.12,0.12
11677,861,18/04/2017,07:55:44,4.94,9.06,17.2,56.3,1027.04,32.01,0.05,1343,16.12,9.38,113.93,0.13
11678,862,18/04/2017,07:55:54,4.94,9.04,17.3,56.4,1026.99,35.93,0.05,1343,12.13,9.58,115.82,0.12
11679,863,18/04/2017,07:56:04,4.91,9.07,17.3,56.2,1026.93,38.89,0.06,1343,11.01,9.36,107.66,0.14
11680,864,18/04/2017,07:56:14,4.91,9.1,17.3,56.2,1027.12,35.77,0.07,1343,9.58,9.38,107.82,0.11
11681,865,18/04/2017,07:56:24,4.94,9.14,17.3,56.2,1027.02,39.06,0.07,1343,8.82,9.58,113.48,0.13
11682,866,18/04/2017,07:56:34,4.94,9.04,17.3,56.1,1027.1,39.06,0.08,1343,8.92,9.46,106.96,0.12
11683,867,18/04/2017,07:56:44,4.91,9.09,17.3,56.1,1027.04,38.11,0.07,1343,9.28,9.36,113.75,0.13
11684,868,18/04/2017,07:56:54,4.94,9.08,17.4,56.1,1027,35.15,0.07,1343,9.62,9.58,105.1,0.12
11685,869,18/04/2017,07:57:04,4.94,9.07,17.4,56.1,1027.05,32.01,0.08,1343,9.01,9.46,115.88,0.13
11686,870,18/04/2017,07:57:14,4.94,9.07,17.4,56,1027.01,42.19,0.08,1343,8.71,9.43,109.02,0.12
11687,871,18/04/2017,07:57:24,4.94,9.1,17.4,55.9,1027.13,39.06,0.09,1343,8.19,9.34,111.09,0.12
11688,872,18/04/2017,07:57:34,4.94,9.13,17.4,55.7,1026.94,38.28,0.09,1343,7.43,9.43,111.44,0.12
11689,873,18/04/2017,07:57:44,4.91,9.16,17.4,55.6,1027.07,38.89,0.09,1343,7.43,9.41,111.09,0.13
11690,874,18/04/2017,07:57:54,4.91,9.16,17.4,55.4,1027,42,0.09,1343,7.85,9.36,106.33,0.13
11691,875,18/04/2017,07:58:04,4.91,9.17,17.5,55.5,1026.93,42,0.09,1343,7.83,9.41,109.17,0.12
11692,876,18/04/2017,07:58:14,4.91,9.16,17.5,55.5,1027.02,35.77,0.09,1343,7.78,9.34,107.49,0.12
11693,877,18/04/2017,07:58:24,4.94,9.16,17.5,55.6,1026.98,38.28,0.1,1343,8.2,9.34,111.23,0.13
11694,878,18/04/2017,07:58:34,4.94,9.16,17.5,55.5,1026.83,35.93,0.09,1343,7.78,9.36,113.56,0.13
11695,879,18/04/2017,07:58:44,4.94,9.18,17.5,55.5,1027.01,38.28,0.1,1343,7.78,9.42,107.65,0.14
11696,880,18/04/2017,07:58:54,4.91,9.14,17.5,55.6,1027.11,31.87,0.1,1343,7.78,9.43,108.94,0.13
11697,881,18/04/2017,07:59:04,4.91,9.17,17.5,55.8,1027.04,34.99,0.09,1343,8.47,9.41,103.43,0.13
11698,882,18/04/2017,07:59:14,4.91,9.1,17.5,55.8,1026.96,34.99,0.09,1343,8.32,9.43,110.67,0.11
11699,883,18/04/2017,07:59:24,4.91,9.18,17.6,55.8,1026.95,33.43,0.09,1343,8.69,9.46,110.25,0.11
11700,884,18/04/2017,07:59:34,4.91,9.16,17.6,55.7,1026.91,34.99,0.09,1343,8.41,9.36,111.7,0.12
11701,885,18/04/2017,07:59:44,4.91,9.12,17.6,55.7,1027.03,38.89,0.1,1343,8.03,9.46,104.9,0.14
11702,886,18/04/2017,07:59:54,4.94,9.15,17.6,55.6,1026.9,34.36,0.1,1343,8.18,9.43,116.81,0.12
11703,887,18/04/2017,08:00:04,4.94,9.13,17.6,55.7,1026.88,35.93,0.09,1343,8.08,9.31,102.21,0.13
11704,888,18/04/2017,08:00:14,4.91,9.14,17.6,55.8,1026.95,38.11,0.1,1343,7.75,9.38,107.59,0.14
11705,889,18/04/2017,08:00:24,4.94,9.16,17.7,55.9,1026.93,34.36,0.09,1343,8.33,9.46,116.95,0.12
11706,890,18/04/2017,08:00:34,4.94,9.12,17.7,55.9,1027.09,35.93,0.09,1343,8.62,9.43,114.18,0.13
11707,891,18/04/2017,08:00:44,4.91,9.18,17.7,56,1026.92,34.99,0.1,1343,8.23,9.36,104.84,0.12
11708,892,18/04/2017,08:00:54,4.91,9.12,17.7,56.1,1027.04,38.89,0.09,1343,8.47,9.41,104.93,0.13
11709,893,18/04/2017,08:01:04,4.94,9.12,17.7,56.1,1027.04,39.06,0.09,1343,8.71,9.41,111.91,0.12
11710,894,18/04/2017,08:01:14,4.91,9.21,17.7,56,1027.05,40.44,0.11,1343,7.68,9.58,111.91,0.12
11711,895,18/04/2017,08:01:24,4.91,9.17,17.7,55.8,1027.04,38.89,0.1,1343,7.87,9.43,114.24,0.14
11712,896,18/04/2017,08:01:34,4.91,9.15,17.7,55.8,1027.15,39.66,0.11,1343,7.56,9.43,108.64,0.12
11713,897,18/04/2017,08:01:44,4.91,9.18,17.7,55.8,1027.04,33.43,0.1,1343,8.34,9.46,111.64,0.11
11714,898,18/04/2017,08:01:54,4.94,9.2,17.8,55.7,1026.94,24.19,0.1,1343,8.52,9.58,111.91,0.11
11715,899,18/04/2017,08:02:04,4.91,9.15,17.8,55.7,1026.98,33.43,0.11,1343,8.05,9.46,106.49,0.13
11716,900,18/04/2017,08:02:14,4.94,9.07,17.8,55.6,1026.99,37.49,0.11,1343,8.53,9.31,118.16,0.13
11717,901,18/04/2017,08:02:24,4.94,9.16,17.8,55.6,1027.04,34.36,0.09,1343,8.01,9.43,107.1,0.12
11718,902,18/04/2017,08:02:34,4.91,9.11,17.8,55.6,1026.98,34.21,0.09,1343,8.19,9.43,120.39,0.13
11719,903,18/04/2017,08:02:44,4.91,9.12,17.8,55.5,1027.04,35.77,0.1,1343,8.73,9.37,112.58,0.12
11720,904,18/04/2017,08:02:54,4.94,9.14,17.8,55.4,1027.03,32.01,0.1,1343,8.25,9.38,116.93,0.12
11721,905,18/04/2017,08:03:04,4.91,9.17,17.9,55.3,1027.04,34.21,0.11,1343,7.87,9.46,113.68,0.13
11722,906,18/04/2017,08:03:14,4.91,9.1,17.9,55.4,1027,38.89,0.1,1343,7.46,9.42,107.18,0.13
11723,907,18/04/2017,08:03:24,4.91,9.16,17.9,55.3,1027,37.33,0.11,1343,7.83,9.36,103.55,0.13
11724,908,18/04/2017,08:03:34,4.91,9.08,17.9,55.3,1026.9,38.89,0.11,1343,7.56,9.31,103.9,0.12
11725,909,18/04/2017,08:03:44,4.91,9.08,17.9,55.2,1026.98,38.89,0.11,1343,7.38,9.43,108.26,0.12
11726,910,18/04/2017,08:03:54,4.91,9.15,17.9,55.2,1027.01,38.89,0.11,1343,7.38,9.41,108.94,0.13
11727,911,18/04/2017,08:04:04,4.94,9.05,17.9,55.1,1026.96,39.06,0.11,1343,7.98,9.36,109.09,0.12
11728,912,18/04/2017,08:04:14,4.94,9.11,18,55.1,1026.9,33.58,0.11,1343,8.05,9.36,112.24,0.14
11729,913,18/04/2017,08:04:24,4.91,9.09,18,55.1,1026.97,34.21,0.1,1343,7.73,9.42,118.71,0.12
11730,914,18/04/2017,08:04:34,4.91,9.1,18,55.2,1027.04,33.43,0.11,1343,7.86,9.46,110.32,0.13
11731,915,18/04/2017,08:04:44,4.94,9.05,17.9,55.2,1026.96,33.58,0.11,1343,7.56,9.41,108.72,0.13
11732,916,18/04/2017,08:04:54,4.91,9.04,18,55.2,1027.02,38.89,0.1,1343,8,9.43,120.08,0.13
11733,917,18/04/2017,08:05:04,4.91,9.02,18,55.1,1026.91,33.43,0.11,1343,8.33,9.62,110.81,0.14
11734,918,18/04/2017,08:05:14,4.91,9.06,18,55,1027.14,34.21,0.11,1343,8.25,9.38,118.16,0.14
11735,919,18/04/2017,08:05:24,4.94,9.01,18,55,1026.98,34.36,0.12,1343,7.69,9.6,121.44,0.12
11736,920,18/04/2017,08:05:34,4.94,8.99,18.1,55.1,1027,39.06,0.05,1343,13.36,9.58,107.35,0.12
11737,921,18/04/2017,08:05:44,4.91,9,18,55,1027.07,34.21,0.03,1343,18.78,9.6,113.75,0.12
11738,922,18/04/2017,08:05:54,4.91,8.97,18.1,55.1,1026.9,24.08,0.04,1343,16.24,9.49,110.95,0.13
11739,923,18/04/2017,08:06:04,4.91,9.03,18.1,55,1027.07,38.89,0.05,1343,13.24,9.38,105.59,0.13
11740,924,18/04/2017,08:06:14,4.91,8.98,18.1,54.9,1027.04,34.21,0.06,1343,10.95,9.6,105.15,0.15
11741,925,18/04/2017,08:06:24,4.91,8.98,18.1,54.9,1026.99,38.89,0.07,1343,9.27,9.36,104.93,0.13
11742,926,18/04/2017,08:06:34,4.91,8.93,18.1,54.8,1027.05,31.87,0.08,1343,9.22,9.5,111.09,0.13
11743,927,18/04/2017,08:06:44,4.91,8.92,18.1,54.8,1027.04,38.89,0.08,1343,9.12,9.6,108.94,0.12
11744,928,18/04/2017,08:06:54,4.91,9.01,18.1,54.9,1026.97,24.08,0.08,1343,9.01,9.43,120.89,0.13
11745,929,18/04/2017,08:07:04,4.94,8.94,18.1,54.9,1027.02,34.36,0.09,1343,8.43,9.36,109.01,0.13
11746,930,18/04/2017,08:07:14,4.94,8.94,18.2,54.8,1026.98,39.06,0.1,1343,7.72,9.5,105.76,0.13
11747,931,18/04/2017,08:07:24,4.91,8.97,18.2,54.5,1026.98,31.87,0.09,1343,7.87,9.36,114.92,0.13
11748,932,18/04/2017,08:07:34,4.91,8.93,18.2,54.4,1026.89,31.87,0.1,1600,7.88,9.36,112.44,0.13
11749,933,18/04/2017,08:07:44,4.91,9,18.2,54.3,1027.07,38.89,0.1,320,7.39,9.36,113.93,0.16
11750,934,18/04/2017,08:07:54,4.91,8.94,18.2,54.2,1026.94,34.21,0.1,320,7.31,9.36,116.06,0.63
11751,935,18/04/2017,08:08:05,4.91,8.89,18.2,54.1,1026.94,35.77,0.1,320,7.31,9.36,108.03,0.14
11752,936,18/04/2017,08:08:15,4.91,8.9,18.2,54.1,1026.98,24.08,0.11,320,8.08,9.36,110.6,0.12
11753,937,18/04/2017,08:08:25,4.91,8.93,18.2,54.2,1026.94,37.33,0.11,320,7.48,9.43,111.43,0.14
11754,938,18/04/2017,08:08:35,4.91,9,18.2,54.5,1027.03,24.08,0.1,320,7.87,9.36,110.53,0.12
11755,939,18/04/2017,08:08:45,4.91,8.96,18.2,54.6,1027.08,31.87,0.1,320,7.77,9.36,119.12,0.14
11756,940,18/04/2017,08:08:55,4.91,8.9,18.3,54.5,1026.86,38.89,0.1,320,8.09,9.5,107.43,0.15
11757,941,18/04/2017,08:09:05,4.91,8.91,18.3,54.6,1027.04,24.08,0.09,320,8.51,9.6,112.24,0.15
11758,942,18/04/2017,08:09:15,4.91,8.96,18.3,54.5,1026.98,35.77,0.1,320,8.32,9.6,112.7,0.14
11759,943,18/04/2017,08:09:25,4.91,8.94,18.3,54.5,1026.89,31.87,0.1,1600,8.09,9.36,116.52,0.14
11760,944,18/04/2017,08:09:35,4.91,8.93,18.3,54.6,1026.91,35.77,0.11,1600,7.71,9.58,110.04,0.13
11761,945,18/04/2017,08:09:45,4.94,8.88,18.3,54.4,1026.77,24.19,0.12,1600,7.37,9.43,106.08,0.14
11762,946,18/04/2017,08:09:55,4.91,8.92,18.4,54.5,1026.92,34.21,0.12,1600,7.57,9.46,132.23,0.82
11763,947,18/04/2017,08:10:05,4.91,8.92,18.4,54.5,1026.81,38.89,0.11,1600,7.7,9.43,104.16,0.15
11764,948,18/04/2017,08:10:15,4.91,8.95,18.4,54.4,1026.82,38.89,0.11,1600,8.36,9.38,110.11,0.13
11765,949,18/04/2017,08:10:25,4.91,8.91,18.4,54.4,1026.87,37.33,0.1,1600,8.89,9.36,118.05,0.12
11766,950,18/04/2017,08:10:35,4.91,8.94,18.4,54.2,1026.93,31.87,0.1,1600,8.91,9.5,114.87,0.14
11767,951,18/04/2017,08:10:45,4.94,8.89,18.4,54.1,1026.94,35.93,0.09,1600,8.91,9.36,116.02,0.13
11768,952,18/04/2017,08:10:55,4.91,8.95,18.4,54.2,1026.88,34.99,0.1,1600,8.42,9.43,108.34,0.14
11769,953,18/04/2017,08:11:05,4.94,8.94,18.4,54.2,1026.95,35.93,0.04,1600,34.49,9.58,113.03,0.12
11770,954,18/04/2017,08:11:15,4.91,8.99,18.4,54.2,1026.93,38.11,0,1600,34.49,9.43,114.32,0.13
11771,955,18/04/2017,08:11:25,4.94,8.86,18.5,54.3,1026.72,32.01,0,1600,34.49,9.36,111.36,0.12
11772,956,18/04/2017,08:11:35,4.91,8.94,18.4,54.2,1026.91,31.87,0,1600,34.49,9.36,107.02,0.13
11773,957,18/04/2017,08:11:45,4.91,8.9,18.4,54.2,1026.77,34.99,0.01,1600,36.38,9.38,105.82,0.13
11774,958,18/04/2017,08:11:55,4.91,8.88,18.5,54.2,1026.91,38.89,0.02,1600,17.47,9.36,125.36,0.14
11775,959,18/04/2017,08:12:05,4.91,8.98,18.4,54.5,1026.82,38.11,0.02,1600,14.98,9.58,110.95,0.13
11776,960,18/04/2017,08:12:15,4.94,8.92,18.5,54.6,1026.96,42.19,0.03,1600,12.27,9.43,116.49,0.13
11777,961,18/04/2017,08:12:25,4.91,8.92,18.5,54.5,1026.97,38.89,0.04,1600,11.19,9.49,104.04,0.13
11778,962,18/04/2017,08:12:35,4.96,8.93,18.5,54.4,1026.84,39.23,0.04,1600,10.56,9.47,117.44,0.12
11779,963,18/04/2017,08:12:45,4.91,8.93,18.5,54.3,1026.91,35.77,0.05,1600,9.7,9.58,114.38,0.13
11780,964,18/04/2017,08:12:55,4.91,8.94,18.5,54.2,1026.83,33.43,0.05,1600,9.04,9.6,102.98,0.13
11781,965,18/04/2017,08:13:05,4.94,8.96,18.6,54.2,1026.76,40.63,0.06,1600,9.38,9.41,109.89,0.14
11782,966,18/04/2017,08:13:15,4.94,8.98,18.5,54.2,1026.68,38.28,0.06,1600,9.5,9.43,115.34,0.15
11783,967,18/04/2017,08:13:25,4.91,8.95,18.5,54.2,1026.68,42,0.06,1600,9.24,9.58,110.74,0.12
11784,968,18/04/2017,08:13:35,4.91,8.97,18.6,54,1026.76,42,0.06,1600,9.6,9.6,113.35,0.14
11785,969,18/04/2017,08:13:45,4.94,9.05,18.6,54,1026.66,35.15,0.06,1600,9.29,9.36,122.52,0.14
11786,970,18/04/2017,08:13:55,4.91,9.01,18.6,53.9,1026.7,34.21,0.07,1600,8.79,9.36,110.46,0.13
11787,971,18/04/2017,08:14:05,4.91,9.08,18.6,53.8,1026.87,35.77,0.07,832,8.65,9.34,113.86,0.13
11788,972,18/04/2017,08:14:15,4.91,9.01,18.6,53.9,1026.76,38.11,0.07,832,8.36,9.38,111.23,0.13
11789,973,18/04/2017,08:14:25,4.94,9,18.6,53.9,1026.84,32.01,0.08,832,7.71,9.46,113.94,0.13
11790,974,18/04/2017,08:14:35,4.94,9.01,18.6,53.8,1026.96,39.06,0.08,832,8.6,9.43,108.65,0.14
11791,975,18/04/2017,08:14:45,4.91,8.98,18.7,53.7,1026.76,33.43,0.08,832,8.69,9.36,116.58,0.12
11792,976,18/04/2017,08:14:55,4.94,9.04,18.7,53.6,1026.77,40.63,0.08,832,8.5,9.37,110.11,0.13
11793,977,18/04/2017,08:15:05,4.94,9.05,18.7,53.5,1026.67,42.19,0.09,832,8.32,9.46,112.84,0.13
11794,978,18/04/2017,08:15:15,4.91,8.99,18.7,53.5,1026.65,38.11,0.08,832,7.99,9.46,97.56,0.13
11795,979,18/04/2017,08:15:25,4.94,9.07,18.7,53.5,1026.74,35.93,0.08,832,8.51,9.46,102.93,0.16
11796,980,18/04/2017,08:15:35,4.94,8.99,18.7,53.4,1026.71,39.06,0.08,832,9.83,9.41,107.8,0.14
11797,981,18/04/2017,08:15:45,4.91,9.06,18.7,53.4,1026.61,42,0.08,832,9.46,9.41,106.16,0.14
11798,982,18/04/2017,08:15:55,4.91,9.07,18.7,53.4,1027.01,42,0.08,832,9.16,9.46,102.07,0.12
11799,983,18/04/2017,08:16:05,4.91,9.06,18.7,53.4,1026.78,34.99,0.08,832,9.16,9.37,105.01,0.13
11800,984,18/04/2017,08:16:15,4.91,9.1,18.7,53.4,1026.72,38.89,0.08,832,8.86,9.31,102.16,0.13
11801,985,18/04/2017,08:16:25,4.94,9.04,18.8,53.3,1026.79,38.28,0.08,832,8.46,9.43,116.06,0.13
11802,986,18/04/2017,08:16:35,4.94,9.05,18.8,53.4,1026.82,32.01,0.08,832,8.79,9.34,113.94,0.13
11803,987,18/04/2017,08:16:45,4.91,9.05,18.8,53.4,1026.95,42,0.09,832,8.64,9.36,112.11,0.13
11804,988,18/04/2017,08:16:55,4.91,9.05,18.8,53.4,1026.9,35.77,0.08,832,8.94,9.34,112.64,0.15
11805,989,18/04/2017,08:17:05,4.94,9.03,18.8,53.4,1026.77,35.15,0.09,832,9.09,9.36,112.18,0.15
11806,990,18/04/2017,08:17:15,4.91,9.09,18.8,53.4,1026.9,38.11,0.08,832,9.39,9.43,116.23,0.14
11807,991,18/04/2017,08:17:25,4.94,9.02,18.8,53.4,1026.85,33.58,0.08,832,9.19,9.46,110.74,0.12
11808,992,18/04/2017,08:17:35,4.94,9.11,18.8,53.4,1026.73,42.19,0.08,832,9.24,9.46,113.56,0.12
11809,993,18/04/2017,08:17:45,4.91,9.04,18.8,53.5,1026.61,31.87,0.08,832,8.83,9.36,119.01,0.14
11810,994,18/04/2017,08:17:55,4.94,9,18.9,53.7,1026.93,34.36,0.08,832,8.56,9.34,103.34,0.14
11811,995,18/04/2017,08:18:05,4.91,9.09,18.9,53.9,1026.97,38.11,0.08,832,8.36,9.42,110.18,0.11
11812,996,18/04/2017,08:18:15,4.91,9.04,18.9,54,1026.77,31.87,0.08,832,8.78,9.31,104.47,0.14
11813,997,18/04/2017,08:18:25,4.91,9.05,18.9,53.7,1026.87,31.87,0.09,832,8.85,9.37,109.68,0.15
11814,998,18/04/2017,08:18:35,4.91,9.05,18.9,53.6,1026.91,40.44,0.08,832,9.26,9.44,116.81,0.13
11815,999,18/04/2017,08:18:45,4.94,9.01,18.9,53.5,1026.73,35.15,0.08,832,8.52,9.46,108.5,0.13
11816,1000,18/04/2017,08:18:55,4.94,9.02,18.9,53.6,1026.96,39.06,0.09,832,8.86,9.41,113.36,0.13
11817,1001,18/04/2017,08:19:05,4.91,8.99,18.9,53.5,1026.79,31.87,0.09,832,8.14,9.46,109.82,0.14
11818,1002,18/04/2017,08:19:15,4.94,9.04,19,53.6,1026.91,42.19,0.09,832,8.31,9.58,116.29,0.14
11819,1003,18/04/2017,08:19:25,4.94,9.07,19,53.5,1026.7,38.28,0.09,832,8.85,9.31,108.41,0.13
11820,1004,18/04/2017,08:19:35,4.94,9.07,19,53.4,1026.95,42.19,0.09,832,8.47,9.36,116.76,0.13
11821,1005,18/04/2017,08:19:45,4.94,9.05,19,53.5,1026.59,35.93,0.09,832,8.17,9.41,112.44,0.14
11822,1006,18/04/2017,08:19:55,4.94,9.09,19,53.3,1026.94,35.15,0.09,832,8.47,9.37,112.51,0.15
11823,1007,18/04/2017,08:20:05,4.91,9.05,19,53.3,1026.69,38.11,0.09,832,8.33,9.46,110.67,0.13
11824,1008,18/04/2017,08:20:15,4.94,9,19,53.2,1026.74,34.36,0.09,832,8.77,9.41,115.46,0.15
11825,1009,18/04/2017,08:20:25,4.94,9.04,19,53.2,1026.93,34.36,0.09,832,9.07,9.36,104.33,0.13
11826,1010,18/04/2017,08:20:35,4.91,9.04,19,53.2,1026.86,31.87,0.01,832,9.07,9.42,110.88,0.12
11827,1011,18/04/2017,08:20:45,4.94,9.02,19,53.3,1026.79,34.36,0,832,9.07,9.46,98.92,0.12
11828,1012,18/04/2017,08:20:55,4.94,9.05,19.1,53.1,1026.68,34.36,0,832,9.07,9.36,107.02,0.12
11829,1013,18/04/2017,08:21:05,4.94,9.03,19,52.8,1026.9,37.49,0.01,832,49.52,9.43,113.75,0.15
11830,1014,18/04/2017,08:21:15,4.94,9.06,19.1,52.7,1026.69,32.01,0.02,832,27.4,9.46,112.51,0.15
11831,1015,18/04/2017,08:21:25,4.91,9.03,19.1,52.7,1026.76,38.89,0.02,832,18.15,9.43,118.25,0.15
